HMDB ID;Name;Chemical Formula;Monoisotopic Mass;Average Mass;
HMDB00469;5-Hydroxymethyluracil;C5H6N2O3;142.0378421;142.1127;
HMDB00472;5-Hydroxy-L-tryptophan;C11H12N2O3;220.0847923;220.2246;
HMDB00473;6-Dimethylaminopurine;C7H9N5;163.0857953;163.1799;
HMDB00474;Butanone;C4H8O;72.05751488;72.1057;
HMDB00476;3-Oxo-4,6-choladienoic acid;C24H34O3;370.250795;370.525;
HMDB00477;7Z,10Z-Hexadecadienoic acid;C16H28O2;252.2089301;252.3923;
HMDB00478;Allodeoxycholic acid;C24H40O4;392.2926598;392.572;
HMDB00479;3-Methylhistidine;C7H11N3O2;169.0851266;169.1811;
HMDB00481;Allopurinol riboside;C10H12N4O5;268.0807695;268.2261;
HMDB00482;Caprylic acid;C8H16O2;144.1150298;144.2114;
HMDB00483;5b-Cholestane-3a,7a,12a,23S,25-pentol;C27H48O5;452.3501746;452.667;
HMDB00484;Vanillic acid;C8H8O4;168.0422587;168.148;
HMDB00486;7-Hydroxyoctanoic acid;C8H16O3;160.1099444;160.2108;
HMDB00488;4E,15Z-Bilirubin IXa;C33H36N4O6;584.2634849;584.6621;
HMDB00489;Aspartylglycosamine;C12H21N3O8;335.1328647;335.3104;
HMDB00490;Etiocholanolone;C19H30O2;290.2245802;290.4403;
HMDB00491;3-Methyl-2-oxovaleric acid;C6H10O3;130.0629942;130.1418;
HMDB00492;Chloride ion;Cl;34.96885271;35.453;
HMDB00493;5a-Androstane-3b,17b-diol;C19H32O2;292.2402303;292.4562;
HMDB00494;Stigmastanol;C29H52O;416.4018163;416.734;
HMDB00495;Androstanediol;C19H32O2;292.2402303;292.4562;
HMDB00496;3-Methoxy-4-hydroxyphenylglycol glucuronide;C15H20O10;360.1056469;360.3133;
HMDB00497;5,6-Dihydrouridine;C9H14N2O6;246.0851862;246.2173;
HMDB00498;4-Deoxyerythronic acid;C4H8O4;120.0422587;120.1039;
HMDB00499;5-Tetradecenoic acid;C14H26O2;226.1932801;226.355;
HMDB00500;4-Hydroxybenzoic acid;C7H6O3;138.0316941;138.122;
HMDB00501;7-Ketocholesterol;C27H44O2;400.3341307;400.6371;
HMDB00502;3-Oxocholic acid;C24H38O5;406.2719243;406.5555;
HMDB00503;7a-Hydroxy-3-oxo-5b-cholanoic acid;C24H38O4;390.2770097;390.5561;
HMDB00505;Allocholic acid;C24H40O5;408.2875744;408.5714;
HMDB00506;Alpha-Muricholic acid;C24H40O5;408.2875744;408.5714;
HMDB00508;Ribitol;C5H12O5;152.0684735;152.1458;
HMDB00509;Senecioic acid;C5H8O2;100.0524295;100.1158;
HMDB00510;Aminoadipic acid;C6H11NO4;161.0688078;161.1558;
HMDB00511;Capric acid;C10H20O2;172.1463299;172.2646;
HMDB00512;N-Acetyl-L-phenylalanine;C11H13NO3;207.0895433;207.2258;
HMDB00513;5b-Cholestane-3a,7a,12a,23R,25-pentol;C27H48O5;452.3501746;452.667;
HMDB00514;Allochenodeoxycholic acid;C24H40O4;392.2926598;392.572;
HMDB00516;Beta-D-Glucose;C6H12O6;180.0633881;180.1559;
HMDB00517;L-Arginine;C6H14N4O2;174.1116757;174.201;
HMDB00518;Chenodeoxycholic acid;C24H40O4;392.2926598;392.572;
HMDB00520;5a-Cholestane-3a,7a,12a,25-tetrol;C27H48O4;436.35526;436.6676;
HMDB00521;5Z-Tetradecenoic acid;C14H26O2;226.1932801;226.355;
HMDB00522;3-Methylglutaconic acid;C6H8O4;144.0422587;144.1253;
HMDB00523;5-Androstene-3b,16b,17a-triol;C19H30O3;306.2194948;306.4397;
HMDB00524;5b-Cholestane-3a,7a,12a,25-tetrol;C27H48O4;436.35526;436.6676;
HMDB00525;5-Hydroxyhexanoic acid;C6H12O3;132.0786443;132.1577;
HMDB00526;5a-Tetrahydrocortisol;C21H34O5;366.2406242;366.4917;
HMDB00527;6a,12a-Dihydroxylithocholic acid;C24H40O5;408.2875744;408.5714;
HMDB00528;4,5-Dihydroorotic acid;C5H6N2O4;158.0327567;158.1121;
HMDB00529;5-Dodecenoic acid;C12H22O2;198.1619799;198.3019;
HMDB00530;6-Ketoestriol;C18H22O4;302.1518092;302.3649;
HMDB00531;3-Hydroxyvaleric acid;C5H10O3;118.0629942;118.1311;
HMDB00532;Acetylglycine;C4H7NO3;117.0425931;117.1033;
HMDB00534;Campestanol;C28H50O;402.3861662;402.696;
HMDB00535;Caproic acid;C6H12O2;116.0837296;116.1583;
HMDB00536;Adenylsuccinic acid;C14H18N5O11P;463.074043;463.2934;
HMDB00538;Adenosine triphosphate;C10H16N5O13P3;506.9957452;507.181;
HMDB00539;Arabinonic acid;C5H10O6;166.0477381;166.1293;
HMDB00540;5-Androstene-3b,16a,17a-triol;C19H30O3;306.2194948;306.4397;
HMDB00541;7b-Hydroxy-3-oxo-5b-cholanoic acid;C25H38O4;402.2770097;402.5668;
HMDB00542;8-Hydroxyadenine;C5H5N5O;151.0494098;151.1261;
HMDB00543;Benzenebutanoic acid;C10H12O2;164.0837296;164.2011;
HMDB00544;5-Hydroxymethyl-4-methyluracil;C6H8N2O3;156.0534921;156.1393;
HMDB00545;Chenodeoxycholic acid disulfate;C24H40O10S2;552.2062889;552.698;
HMDB00546;Epietiocholanolone;C19H30O2;290.2245802;290.4403;
HMDB00547;Magnesium;Mg;23.9850419;24.305;
HMDB00548;TG(10:0/10:0/10:0)[iso];C33H62O6;554.4546397;554.8418;
HMDB00549;Gamma-Butyrolactone;C4H6O2;86.03677944;86.0892;
HMDB00550;5-Androstenetriol;C19H30O3;306.2194948;306.4397;
HMDB00551;Etiocholanediol;C19H32O2;292.2402303;292.4562;
HMDB00552;3-Methylglutarylcarnitine;C13H23NO6;289.1525375;289.3248;
HMDB00553;3L,7D,11D-Phytanic acid;C20H40O2;312.3028305;312.5304;
HMDB00554;Dihydroandrosterone;C19H32O2;292.2402303;292.4562;
HMDB00555;3-Methyladipic acid;C7H12O4;160.0735589;160.1678;
HMDB00556;5b-Cholestane-3a,7a,12a,24,25-pentol;C27H48O5;452.3501746;452.667;
HMDB00557;L-Alloisoleucine;C6H13NO2;131.0946287;131.1729;
HMDB00558;5a-Cholestane-3a,7a,12a,23,25-pentol;C27H48O5;452.3501746;452.667;
HMDB00559;3-Methoxy-4-hydroxyphenylethyleneglycol sulfate;C9H12O7S;264.0303734;264.252;
HMDB00560;5,8-Tetradecadienoic acid;C14H24O2;224.17763;224.3392;
HMDB00561;B-Carotene;C40H56;536.4382018;536.888;
HMDB00562;Creatinine;C4H7N3O;113.0589119;113.1179;
HMDB00563;D-Phenyllactic acid;C9H10O3;166.0629942;166.1739;
HMDB00564;PC(16:0/16:0);C40H80NO8P;733.5621551;734.0389;
HMDB00565;Galactonic acid;C6H12O7;196.0583027;196.1553;
HMDB00567;Cinnamic acid;C9H8O2;148.0524295;148.1586;
HMDB00568;D-Arabitol;C5H12O5;152.0684735;152.1458;
HMDB00569;Deoxypyridinoline;C18H28N4O7;412.1957993;412.4375;
HMDB00570;Coproporphyrin III;C36H38N4O8;654.2689642;654.7089;
HMDB00572;Desmosine;C24H40N5O8;526.2876883;526.6031;
HMDB00573;Elaidic acid;C18H34O2;282.2558803;282.4614;
HMDB00574;L-Cysteine;C3H7NO2S;121.0197492;121.158;
HMDB00575;DL-Homocystine;C8H16N2O4S2;268.0551484;268.354;
HMDB00576;Monoethyl malonic acid;C5H8O4;132.0422587;132.1146;
HMDB00577;5beta-Coprostanol;C27H48O;388.3705162;388.6694;
HMDB00579;Deuteroporphyrin IX;C30H30N4O4;510.2267055;510.5836;
HMDB00580;Chondroitin sulfate;C13H21NO15S;463.0631897;463.369;
HMDB00582;3,5-Diiodothyronine;C15H13I2NO4;524.8933947;525.077;
HMDB00583;Docosanamide;C22H45NO;339.3501151;339.5988;
HMDB00585;Glucosylgalactosyl hydroxylysine;C18H34N2O13;486.2060892;486.4682;
HMDB00586;Potassium;K;38.96370686;39.0983;
HMDB00588;Sodium;Na;22.98976968;22.9898;
HMDB00590;Glutarylglycine;C7H11NO5;189.0637225;189.1659;
HMDB00592;Glucosamine 6-sulfate;C6H13NO8S;259.0361871;259.234;
HMDB00593;PC(18:1(9Z)/18:1(9Z)) ;C44H84NO8P;785.5934552;786.1134;
HMDB00594;Glutamylphenylalanine;C14H18N2O5;294.1215717;294.3031;
HMDB00595;Hydrogen carbonate;CHO3;60.9925689;61.0168;
HMDB00596;Glucosylsphingosine;C24H47NO7;461.3352529;461.6325;
HMDB00598;Sulfide;S;31.97207069;32.065;
HMDB00599;Chromium;Cr;51.9405119;51.9961;
HMDB00600;Galactosylhydroxylysine;C12H24N2O8;324.1532658;324.3276;
HMDB00601;Coprocholic acid;C27H46O5;450.3345246;450.6511;
HMDB00603;cis-4-Decenedioic acid;C10H16O4;200.104859;200.2316;
HMDB00606;D-2-Hydroxyglutaric acid;C5H8O5;148.0371734;148.114;
HMDB00607;Cyanocobalamin;C63H89CoN14O14P;1355.57523;1356.3731;
HMDB00608;Cobalt;Co;58.93320019;58.9332;
HMDB00609;DL-Dopa;C9H11NO4;197.0688078;197.1879;
HMDB00610;CE(18:2(9Z,12Z));C45H76O2;648.5845317;649.0837;
HMDB00611;Coproporphyrin II;C36H38N4O8;654.2689642;654.7089;
HMDB00613;Erythronic acid;C4H8O5;136.0371734;136.1033;
HMDB00614;PS(16:0/16:0);C38H74NO10P;735.5050341;735.9686;
HMDB00617;2-Furoic acid;C5H4O3;112.016044;112.0835;
HMDB00618;D-Ribulose 5-phosphate;C5H11O8P;230.0191538;230.1098;
HMDB00619;Cholic acid;C24H40O5;408.2875744;408.5714;
HMDB00620;Glutaconic acid;C5H6O4;130.0266087;130.0987;
HMDB00621;D-Ribulose;C5H10O5;150.0528234;150.1299;
HMDB00622;Ethylmalonic acid;C5H8O4;132.0422587;132.1146;
HMDB00623;Dodecanedioic acid;C12H22O4;230.1518092;230.3007;
HMDB00624;D-Leucic acid;C6H12O3;132.0786443;132.1577;
HMDB00625;Gluconic acid;C6H12O7;196.0583027;196.1553;
HMDB00626;Deoxycholic acid;C24H40O4;392.2926598;392.572;
HMDB00628;Epitestosterone;C19H28O2;288.2089301;288.4244;
HMDB00629;Chondroitin;C14H21NO11;379.1114605;379.3166;
HMDB00630;Cytosine;C4H5N3O;111.0432618;111.102;
HMDB00631;Deoxycholic acid glycine conjugate;C26H43NO5;449.3141235;449.6233;
HMDB00632;Dermatan;(C16H24NO14S)nC2H6;;;
HMDB00633;D-Biopterin;C9H11N5O3;237.0861892;237.2153;
HMDB00634;Citraconic acid;C5H6O4;130.0266087;130.0987;
HMDB00635;Succinylacetone;C7H10O4;158.0579088;158.1519;
HMDB00637;Chenodeoxycholic acid glycine conjugate;C26H43NO5;449.3141235;449.6233;
HMDB00638;Dodecanoic acid;C12H24O2;200.17763;200.3178;
HMDB00639;Galactaric acid;C6H10O8;210.0375673;210.1388;
HMDB00640;Levoglucosan;C6H10O5;162.0528234;162.1406;
HMDB00641;L-Glutamine;C5H10N2O3;146.0691422;146.1445;
HMDB00642;Erythronilic acid;C5H10O3;118.0629942;118.1311;
HMDB00643;Coproporphyrin I;C36H38N4O8;654.2689642;654.7089;
HMDB00644;Coproporphyrin IV;C36H38N4O8;654.2689642;654.7089;
HMDB00645;Galactose 1-phosphate;C6H13O9P;260.0297185;260.1358;
HMDB00646;L-Arabinose;C5H10O5;150.0528234;150.1299;
HMDB00648;Galactosylsphingosine;C24H47NO7;461.3352529;461.6325;
HMDB00649;Clionasterol;C29H50O;414.3861662;414.7067;
HMDB00650;D-Alpha-aminobutyric acid;C4H9NO2;103.0633285;103.1198;
HMDB00651;Decanoylcarnitine;C17H33NO4;315.2409585;315.4482;
HMDB00652;Chondroitin 4-sulfate;C14H21NO15S;475.0631897;475.379;
HMDB00653;Cholesterol sulfate;C27H46O4S;466.3116807;466.717;
HMDB00655;Cholestane-3,7,12,25-tetrol;C27H48O4;436.35526;436.6676;
HMDB00656;Cysteineglutathione disulfide;C13H22N4O8S2;426.0879051;426.466;
HMDB00657;Copper;Cu;62.92960108;63.546;
HMDB00658;CE(16:1(9Z));C43H74O2;622.5688816;623.0465;
HMDB00659;Deoxycholic acid disulfate;C24H40O10S2;552.2062889;552.698;
HMDB00660;D-Fructose;C6H12O6;180.0633881;180.1559;
HMDB00661;Glutaric acid;C5H8O4;132.0422587;132.1146;
HMDB00662;Fluoride;F;18.99840321;18.9984;
HMDB00663;Glucaric acid;C6H10O8;210.0375673;210.1388;
HMDB00664;Isohyodeoxycholic acid;C24H40O4;392.2926598;392.572;
HMDB00665;Leucinic acid;C6H12O3;132.0786443;132.1577;
HMDB00666;Heptanoic acid;C7H14O2;130.0993797;130.1849;
HMDB00667;L-Thyronine;C15H15NO4;273.100108;273.2839;
HMDB00668;Hematoporphyrin IX;C34H38N4O6;598.279135;598.6887;
HMDB00669;Ortho-Hydroxyphenylacetic acid;C8H8O3;152.0473441;152.1473;
HMDB00670;Homo-L-arginine;C7H16N4O2;188.1273258;188.2275;
HMDB00671;Indolelactic acid;C11H11NO3;205.0738932;205.2099;
HMDB00672;Hexadecanedioic acid;C16H30O4;286.2144094;286.407;
HMDB00673;Linoleic acid;C18H32O2;280.2402303;280.4455;
HMDB00674;PA(16:0/16:0);C35H69O8P;648.4730062;648.903;
HMDB00675;Iodine;I2;253.8089368;253.8089;
HMDB00676;L-Homocystine;C8H16N2O4S2;268.0551484;268.354;
HMDB00678;Isovalerylglycine;C7H13NO3;159.0895433;159.183;
HMDB00679;Homocitrulline;C7H15N3O3;189.1113414;189.2123;
HMDB00682;Indoxyl sulfate;C8H7NO4S;213.0095784;213.21;
HMDB00683;Harderoporphyrin;C35H36N4O6;608.2634849;608.6835;
HMDB00684;L-Kynurenine;C10H12N2O3;208.0847923;208.2139;
HMDB00686;Isoursodeoxycholic acid;C24H40O4;392.2926598;392.572;
HMDB00687;L-Leucine;C6H13NO2;131.0946287;131.1729;
HMDB00688;Isovalerylcarnitine;C12H23NO4;245.1627082;245.3153;
HMDB00689;Isocaproic acid;C6H12O2;116.0837296;116.1583;
HMDB00691;Malonic acid;C3H4O4;104.0109586;104.0615;
HMDB00692;Fe2+;Fe;55.93494213;55.845;
HMDB00693;Heparan sulfate;C14H23NO21S3;636.9924689;637.522;
HMDB00694;L-2-Hydroxyglutaric acid;C5H8O5;148.0371734;148.114;
HMDB00695;Ketoleucine;C6H10O3;130.0629942;130.1418;
HMDB00696;L-Methionine;C5H11NO2S;149.0510493;149.211;
HMDB00697;Isocoproporphyrin;C36H38N4O8;654.2689642;654.7089;
HMDB00698;Lithocholic acid glycine conjugate;C26H43NO4;433.3192089;433.6239;
HMDB00699;1-Methylnicotinamide;C7H9N2O;137.0714879;137.1592;
HMDB00700;Hydroxypropionic acid;C3H6O3;90.03169406;90.0779;
HMDB00701;Hexanoylglycine;C8H15NO3;173.1051934;173.2096;
HMDB00703;Mandelic acid;C8H8O3;152.0473441;152.1473;
HMDB00704;Isoxanthopterin;C6H5N5O2;179.0443244;179.1362;
HMDB00705;Hexanoylcarnitine;C13H25NO4;259.1783583;259.3419;
HMDB00706;L-Aspartyl-L-phenylalanine;C13H16N2O5;280.1059216;280.2765;
HMDB00707;4-Hydroxyphenylpyruvic acid;C9H8O4;180.0422587;180.1574;
HMDB00708;Glycoursodeoxycholic acid;C26H43NO5;449.3141235;449.6233;
HMDB00709;L-Cysteinylglycine disulfide;C8H15N3O5S2;297.045312;297.352;
HMDB00710;4-Hydroxybutyric acid;C4H8O3;104.0473441;104.1045;
HMDB00711;Hydroxyoctanoic acid;C8H16O3;160.1099444;160.2108;
HMDB00712;Hexadecanedioic acid mono-L-carnitine ester;C23H43NO6;429.3090381;429.5906;
HMDB00713;Isoallolithocholic acid;C24H40O3;376.2977451;376.5726;
HMDB00714;Hippuric acid;C9H9NO3;179.0582432;179.1727;
HMDB00715;Kynurenic acid;C10H7NO3;189.0425931;189.1675;
HMDB00716;L-Pipecolic acid;C6H11NO2;129.0789786;129.157;
HMDB00717;Isolithocholic acid;C24H40O3;376.2977451;376.5726;
HMDB00718;Isovaleric acid;C5H10O2;102.0680796;102.1317;
HMDB00719;L-Homoserine;C4H9NO3;119.0582432;119.1192;
HMDB00720;Levulinic acid;C5H8O3;116.0473441;116.1152;
HMDB00721;Glycylproline;C7H12N2O3;172.0847923;172.1818;
HMDB00722;Lithocholyltaurine;C26H45NO5S;483.3018442;483.704;
HMDB00725;4-Hydroxyproline;C5H9NO3;131.0582432;131.1299;
HMDB00726;Isovalerylglutamic acid;C10H17NO5;231.1106727;231.2457;
HMDB00727;L-Threoneopterin;C9H11N5O4;253.0811039;253.2147;
HMDB00728;Hydroxypropionic porphyrin III;C39H38N4O14;786.2384519;786.7374;
HMDB00729;Alpha-Hydroxyisobutyric acid;C4H8O3;104.0473441;104.1045;
HMDB00730;Isobutyrylglycine;C6H11NO3;145.0738932;145.1564;
HMDB00731;Cysteine-S-sulfate;C3H7NO5S2;200.9765637;201.221;
HMDB00732;Hydroxykynurenine;C10H12N2O4;224.0797069;224.2133;
HMDB00733;Hyodeoxycholic acid;C24H40O4;392.2926598;392.572;
HMDB00734;Indoleacrylic acid;C11H9NO2;187.0633285;187.1947;
HMDB00735;Hydroxyphenylacetylglycine;C10H11NO4;209.0688078;209.1986;
HMDB00736;Isobutyryl-L-carnitine;C11H21NO4;231.1470582;231.2887;
HMDB00737;Heptacarboxylporphyrin I;C39H38N4O14;786.2384519;786.7374;
HMDB00738;Indole;C8H7N;117.0578492;117.1479;
HMDB00739;Isodesmosine;C24H40N5O8;526.2876883;526.6031;
HMDB00740;Lactulose;C12H22O11;342.1162115;342.2965;
HMDB00742;Homocysteine;C4H9NO2S;135.0353992;135.185;
HMDB00743;Hexacarboxylporphyrin I;C38H38N4O12;742.2486227;742.7279;
HMDB00744;Malic acid;C4H6O5;134.0215233;134.0874;
HMDB00745;Homocarnosine;C10H16N4O3;240.1222404;240.259;
HMDB00746;Hydroxyisocaproic acid;C6H12O3;132.0786443;132.1577;
HMDB00747;Isovalerylalanine;C8H15NO3;173.1051934;173.2096;
HMDB00748;L-3-Phenyllactic acid;C9H10O3;166.0629942;166.1739;
HMDB00749;Mesaconic acid;C5H6O4;130.0266087;130.0987;
HMDB00750;3-Hydroxymandelic acid;C8H8O4;168.0422587;168.1467;
HMDB00751;L-Threo-2-pentulose;C5H10O5;150.0528234;150.1299;
HMDB00752;Methylglutaric acid;C6H10O4;146.0579088;146.1412;
HMDB00753;3-Hexanone;C6H12O;100.088815;100.1589;
HMDB00754;3-Hydroxyisovaleric acid;C5H10O3;118.0629942;118.1311;
HMDB00755;Hydroxyphenyllactic acid;C9H10O4;182.0579088;182.1733;
HMDB00756;L-Hexanoylcarnitine;C13H25NO4;259.1783583;259.3419;
HMDB00757;Glycogen;C24H42O21;666.2218584;666.5777;
HMDB00759;Glycyl-L-leucine;C8H16N2O3;188.1160924;188.2242;
HMDB00760;Hyocholic acid;C24H40O5;408.2875744;408.5714;
HMDB00761;Lithocholic acid;C24H40O3;376.2977451;376.5726;
HMDB00763;5-Hydroxyindoleacetic acid;C10H9NO3;191.0582432;191.1834;
HMDB00764;Hydrocinnamic acid;C9H10O2;150.0680796;150.1745;
HMDB00765;Mannitol;C6H14O6;182.0790382;182.1718;
HMDB00766;N-Acetyl-L-alanine;C5H9NO3;131.0582432;131.1299;
HMDB00767;Pseudouridine;C9H12N2O6;244.0695361;244.2014;
HMDB00768;N-Acetyl-9-O-lactoylneuraminic acid;C14H23NO11;381.1271106;381.3325;
HMDB00770;N-Glycoloylganglioside GM2;C43H85NO8;743.6275187;744.1369;
HMDB00772;Nonadecanoic acid;C19H38O2;298.2871805;298.5038;
HMDB00773;N-Acetyl-a-neuraminic acid;C11H19NO9;309.1059812;309.2699;
HMDB00774;Pregnenolone sulfate;C21H32O5S;396.1970448;396.541;
HMDB00779;Phenyllactic acid;C9H10O3;166.0629942;166.1739;
HMDB00780;Porphinehexacarboxylic acid;C38H38N4O12;742.2486227;742.7279;
HMDB00781;N-Acetylgalactosamine 4-sulphate;C8H15NO9S;301.0467518;301.271;
HMDB00782;Octadecanedioic acid;C18H34O4;314.2457096;314.4602;
HMDB00783;Propionylglycine;C5H9NO3;131.0582432;131.1299;
HMDB00784;Azelaic acid;C9H16O4;188.104859;188.2209;
HMDB00785;N-Acetyl-7-O-acetylneuraminic acid;C13H21NO10;351.1165459;351.3065;
HMDB00786;Oxypurinol;C5H4N4O2;152.0334254;152.1109;
HMDB00787;Sapropterin;C9H15N5O3;241.1174894;241.2471;
HMDB00788;Orotidine;C10H12N2O8;288.0593654;288.2109;
HMDB00789;Pentacarboxylporphyrin I;C37H38N4O10;698.2587935;698.7184;
HMDB00790;N-Palmitoylsphingosine;C34H67NO3;537.512095;537.9007;
HMDB00791;L-Octanoylcarnitine;C15H29NO4;287.2096584;287.3951;
HMDB00792;Sebacic acid;C10H18O4;202.1205091;202.2475;
HMDB00793;Monoiodothyronine;C15H14INO4;398.9967514;399.1804;
HMDB00794;N-Acetyl-9-O-acetylneuraminic acid;C13H21NO10;351.1165459;351.3065;
HMDB00795;Pristanic acid;C19H38O2;298.2871805;298.511;
HMDB00796;N-Acetyl-4-O-acetylneuraminic acid;C13H21NO10;351.1165459;351.3065;
HMDB00797;SAICAR;C13H19N4O12P;454.0737086;454.2833;
HMDB00798;Oenanthic ether;C9H18O2;158.1306798;158.238;
HMDB00801;Phytanic acid;C20H40O2;312.3028305;312.5304;
HMDB00802;Pterin;C6H5N5O;163.0494098;163.1368;
HMDB00803;Beta-N-Acetylglucosamine;C8H15NO6;221.0899372;221.2078;
HMDB00805;Pyrrolidonecarboxylic acid;C5H7NO3;129.0425931;129.114;
HMDB00806;Myristic acid;C14H28O2;228.2089301;228.3709;
HMDB00807;3-Phosphoglyceric acid;C3H7O7P;185.9929391;186.0572;
HMDB00808;N-Butyrylglycine;C6H11NO3;145.0738932;145.1564;
HMDB00809;N-Glycoloylganglioside GM1;C77H139N3O30;1585.94434;1586.9297;
HMDB00810;Dimethylprotoporphyrin IX dimethyl ester;C36H38N4O4;590.2893057;590.7113;
HMDB00811;Murocholic acid;C24H40O4;392.2926598;392.572;
HMDB00812;N-Acetyl-L-aspartic acid;C6H9NO5;175.0480724;175.1394;
HMDB00814;N-Acetylglucosamine 6-sulfate;C8H15NO9S;301.0467518;301.271;
HMDB00815;Pseudouroporphyrin;C39H38N4O14;786.2384519;786.7374;
HMDB00816;Phosphoglycolic acid;C2H5O6P;155.9823744;156.0313;
HMDB00817;Orinapterin;C9H11N5O3;237.0861892;237.2153;
HMDB00819;Normetanephrine;C9H13NO3;183.0895433;183.2044;
HMDB00820;Propyl alcohol;C3H8O;60.05751488;60.095;
HMDB00821;Phenylacetylglycine;C10H11NO3;193.0738932;193.1992;
HMDB00822;p-Hydroxymandelic acid;C8H8O4;168.0422587;168.1467;
HMDB00824;Propionylcarnitine;C10H19NO4;217.1314081;217.2622;
HMDB00825;3'-Sialyllactose;C23H39NO19;633.2116281;633.5511;
HMDB00826;Pentadecanoic acid;C15H30O2;242.2245802;242.3975;
HMDB00827;Stearic acid;C18H36O2;284.2715304;284.4772;
HMDB00828;Ureidosuccinic acid;C5H8N2O5;176.0433214;176.1274;
HMDB00829;N-Stearoylsphingosine;C36H71NO3;565.5433951;565.9538;
HMDB00830;Neuraminic acid;C9H17NO8;267.0954165;267.2332;
HMDB00831;N-Lignoceroylsphingosine;C42H83NO3;649.6372955;650.1133;
HMDB00832;Capryloylglycine;C10H19NO3;201.1364935;201.2628;
HMDB00833;N-Glycolylneuraminic acid;C11H19NO10;325.1008958;325.2693;
HMDB00839;Pentaporphyrin I;C20H14N4;310.1218465;310.352;
HMDB00840;Salicyluric acid;C9H9NO4;195.0531578;195.1721;
HMDB00841;N-Acetylgalactosamine 6-sulfate;C8H15NO9S;301.0467518;301.271;
HMDB00842;Quinaldic acid;C10H7NO2;173.0476785;173.1681;
HMDB00843;N-Acetylgalactosamine 4,6-disulfate;C8H15NO12S2;381.0035663;381.334;
HMDB00845;Neopterin;C9H11N5O4;253.0811039;253.2147;
HMDB00847;Pelargonic acid;C9H18O2;158.1306798;158.238;
HMDB00848;Stearoylcarnitine;C25H49NO4;427.3661591;427.6609;
HMDB00849;Rhamnose;C6H12O5;164.0684735;164.1565;
HMDB00851;Pyridinoline;C18H28N4O8;428.1907139;428.4369;
HMDB00852;Beta-Sitosterol;C29H50O;414.3861662;414.718;
HMDB00853;N-Acetyl-b-D-galactosamine;C8H15NO6;221.0899372;221.2078;
HMDB00854;Formiminoglutamic acid;C6H10N2O4;174.0640568;174.1546;
HMDB00855;Nicotinamide riboside;C11H15N2O5;255.0980966;255.2472;
HMDB00856;N-a-Acetylcitrulline;C8H15N3O4;217.106256;217.2224;
HMDB00857;Pimelic acid;C7H12O4;160.0735589;160.1678;
HMDB00858;Monomethyl glutaric acid;C6H10O4;146.0579088;146.1412;
HMDB00859;Methyl hippurate;C10H11NO3;193.0738932;193.1992;
HMDB00860;Phenylpropionylglycine;C11H13NO3;207.0895433;207.2258;
HMDB00863;Isopropyl alcohol;C3H8O;60.05751488;60.095;
HMDB00865;Muricholic acid;C24H40O5;408.2875744;408.5714;
HMDB00866;N-Acetyl-L-tyrosine;C11H13NO4;223.0844579;223.2252;
HMDB00867;Ribonic acid;C5H10O6;166.0477381;166.1293;
HMDB00868;Xylulose 5-phosphate;C5H11O8P;230.0191538;230.1098;
HMDB00869;Uroporphyrin II;C48H54N4O16;942.3534817;942.9596;
HMDB00870;Histamine;C5H9N3;111.0796473;111.1451;
HMDB00871;5alpha-Cholestanone;C27H46O;386.3548661;386.6535;
HMDB00872;Tetradecanedioic acid;C14H26O4;258.1831093;258.3538;
HMDB00873;4-Methylcatechol;C7H8O2;124.0524295;124.1372;
HMDB00874;Tauroursodeoxycholic acid;C26H45NO6S;499.2967589;499.704;
HMDB00875;Trigonelline;C7H7NO2;137.0476785;137.136;
HMDB00876;Vitamin D3;C27H44O;384.339216;384.6377;
HMDB00877;Umanopterin;C9H11N5O4;253.0811039;253.2147;
HMDB00878;Ergosterol;C28H44O;396.339216;396.6484;
HMDB00879;Tetrahydrodeoxycorticosterone;C21H34O3;334.250795;334.4929;
HMDB00881;Xanthurenic acid;C10H7NO4;205.0375077;205.1669;
HMDB00883;L-Valine;C5H11NO2;117.0789786;117.1463;
HMDB00884;Ribothymidine;C10H14N2O6;258.0851862;258.228;
HMDB00885;CE(16:0);C43H76O2;624.5845317;625.0623;
HMDB00887;Hemin;C34H32ClFeN4O4;651.1461504;651.94;
HMDB00888;Undecanedioic acid;C11H20O4;216.1361591;216.2741;
HMDB00889;Tauroursocholic acid;C26H45NO7S;515.2916735;515.703;
HMDB00890;Uroporphyrin IV;C40H38N4O16;830.2282812;830.7469;
HMDB00892;Valeric acid;C5H10O2;102.0680796;102.1317;
HMDB00893;Suberic acid;C8H14O4;174.0892089;174.1944;
HMDB00894;Vinylacetylglycine;C6H9NO3;143.0582432;143.1406;
HMDB00895;Acetylcholine ;C7H16NO2;146.1181038;146.2074;
HMDB00896;Taurodeoxycholic acid;C26H45NO6S;499.2967589;499.704;
HMDB00897;7-Methylguanine;C6H7N5O;165.0650599;165.1527;
HMDB00898;1-Methylhistamine;C6H11N3;125.0952974;125.1716;
HMDB00899;Androstanedione;C19H28O2;288.2089301;288.4244;
HMDB00900;Ergocalciferol;C28H44O;396.339216;396.6484;
HMDB00901;Valproic acid glucuronide;C14H24O8;320.1471177;320.3356;
HMDB00902;NAD;C21H28N7O14P2;664.1169467;664.433;
HMDB00903;Tetrahydrocortisone;C21H32O5;364.2249741;364.4758;
HMDB00904;Citrulline;C6H13N3O3;175.0956913;175.1857;
